;grid=25x25:extent=(-36.0000,36,-36,36.0000):X_lbl=p_y:Y_lbl=p_x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    #,   Plate Y,   Plate X,  Seconds,       i0,       i1,      mon,    bstop,    Omron,      CH6,      CH7,     TEMP,   marccd,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     ROI8,     ROI9,    ROI10,    RIO11,    ROI12,    ROI13,      SWX,     CCD1,    CTEMP,    Timer,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,    PRESS,   lvdt11,   lvdt12,   lvdt21,   lvdt22,   lvdt31,   lvdt32,   lvdt41,   lvdt42,   CTEMPB
506,-18,24,30,4417577,1775597,1001,0,0,0,0,0,33.92608,185550,157890,93927,12392,5259,1030,8337,286,0,0,0,0,0,0,0,0,0,-1,95652.638,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,-15,24,30,4407980,1760771,1069,0,0,0,0,0,34.24735,180090,153300,93424,12189,5121,1048,8020,254,0,0,0,0,0,0,0,0,0,-1,95688.123,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,-12,24,30,4431952,1772156,937,0,0,0,0,0,34.062492,182640,155760,94609,12362,4939,1047,8221,319,0,0,0,0,0,0,0,0,0,-1,95723.434,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,-9,24,30,4452570,1796043,897,0,0,0,0,0,33.915015,189720,160860,95810,12335,4967,993,8224,317,0,0,0,0,0,0,0,0,0,-1,95758.574,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,-6,24,30,4441776,1779572,790,0,0,0,0,0,33.914351,186420,158640,94218,12281,4655,996,8215,304,0,0,0,0,0,0,0,0,0,-1,95793.735,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,-3,24,30,4438704,1787491,890,0,0,0,0,0,34.081277,183120,155880,94413,12276,4656,982,8239,318,0,0,0,0,0,0,0,0,0,-1,95829.06,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,0,24,30,4432267,1789818,949,0,0,0,0,0,33.924581,185400,157770,93391,12382,4503,917,8405,350,0,0,0,0,0,0,0,0,0,-1,95864.23,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,3,24,30,4419092,1842239,684,0,0,0,0,0,33.917503,188970,160530,94597,12464,4430,928,8176,336,0,0,0,0,0,0,0,0,0,-1,95899.395,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,6,24,30,4404330,1821726,682,0,0,0,0,0,34.127317,182700,155340,93187,12462,4266,873,8141,336,0,0,0,0,0,0,0,0,0,-1,95934.755,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,9,24,30,4402521,1825215,885,0,0,0,0,0,33.954352,184500,157140,92474,12300,4103,844,8200,353,0,0,0,0,0,0,0,0,0,-1,95969.965,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,12,24,30,4404657,1817776,924,0,0,0,0,0,33.922334,181440,155040,91228,11890,3857,841,7785,351,0,0,0,0,0,0,0,0,0,-1,96005.118,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,15,24,30,4452809,1858444,1262,0,0,0,0,0,33.982632,179550,153450,91301,12043,3958,875,7790,353,0,0,0,0,0,0,0,0,0,-1,96040.344,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,18,24,30,4432120,1888459,978,0,0,0,0,0,33.921226,183810,156780,91308,12294,3877,885,7917,378,0,0,0,0,0,0,0,0,0,-1,96075.514,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,21,24,30,4435188,1882510,978,0,0,0,0,0,33.971765,178530,152310,89930,11877,3711,840,7881,403,0,0,0,0,0,0,0,0,0,-1,96110.762,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,24,24,30,4437487,1840556,705,0,0,0,0,0,33.920519,176670,151590,88154,12042,3581,810,7878,391,0,0,0,0,0,0,0,0,0,-1,96145.919,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,-21,27,30,4428498,1823636,755,0,0,0,0,0,33.935012,205200,171600,104387,13297,5442,1060,9063,317,0,0,0,0,0,0,0,0,0,-1,96185.259,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,-18,27,30,4420858,1818463,816,0,0,0,0,0,33.952723,203310,170580,104340,13356,5089,1067,8958,274,0,0,0,0,0,0,0,0,0,-1,96220.459,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,-15,27,30,4410539,1807392,857,0,0,0,0,0,33.948986,200460,168210,102624,13307,4860,1002,8941,262,0,0,0,0,0,0,0,0,0,-1,96255.666,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,-12,27,30,4407382,1793490,974,0,0,0,0,0,33.923367,200040,168150,102902,13273,4576,949,9017,288,0,0,0,0,0,0,0,0,0,-1,96290.834,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,-9,27,30,4432945,1829534,922,0,0,0,0,0,33.945843,204450,170730,104047,13682,4585,987,9314,282,0,0,0,0,0,0,0,0,0,-1,96326.029,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,-6,27,30,4457884,1836388,933,0,0,0,0,0,33.98051,199110,166830,103190,13605,4458,913,9135,277,0,0,0,0,0,0,0,0,0,-1,96361.27,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,-3,27,30,4448933,1827555,1066,0,0,0,0,0,33.949278,200910,168780,102570,13181,4423,909,8905,292,0,0,0,0,0,0,0,0,0,-1,96396.431,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,0,27,30,4441603,1821920,883,0,0,0,0,0,34.000988,195810,164790,101540,13319,4084,917,8965,299,0,0,0,0,0,0,0,0,0,-1,96431.666,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,3,27,30,4426055,1806984,899,0,0,0,0,0,33.98563,193350,163290,100348,13114,4010,843,8748,307,0,0,0,0,0,0,0,0,0,-1,96466.884,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,6,27,30,4425390,1798208,959,0,0,0,0,0,33.913737,192780,162990,98192,12790,3867,848,8649,318,0,0,0,0,0,0,0,0,0,-1,96502.031,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,9,27,30,4419821,1811769,918,0,0,0,0,0,33.8293,191580,162180,97520,12825,3803,828,8581,339,0,0,0,0,0,0,0,0,0,-1,96537.108,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,12,27,30,4409865,1791563,953,0,0,0,0,0,33.945223,188400,159630,96492,12433,3715,825,8332,328,0,0,0,0,0,0,0,0,0,-1,96572.306,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,15,27,30,4399034,1785731,916,0,0,0,0,0,33.939386,186060,158370,94964,12706,3607,798,8406,313,0,0,0,0,0,0,0,0,0,-1,96607.458,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,18,27,30,4441778,1833525,907,0,0,0,0,0,33.907241,190710,161760,97379,12802,3495,779,8417,364,0,0,0,0,0,0,0,0,0,-1,96642.589,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,21,27,30,4431735,1839157,902,0,0,0,0,0,34.220409,186510,158070,97127,12725,3426,747,8429,363,0,0,0,0,0,0,0,0,0,-1,96678.058,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,-18,30,30,4421324,1829166,952,0,14631536,0,0,0,34.014817,219150,180810,112239,14898,4869,1001,10112,1100,0,0,0,0,0,0,0,0,0,-1,96716.825,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,-15,30,30,4408099,1820483,959,0,0,0,0,0,33.917282,216990,179940,112324,14610,4484,946,9785,303,0,0,0,0,0,0,0,0,0,-1,96751.984,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,-12,30,30,4398555,1816613,883,0,0,0,0,0,33.982305,210900,175200,110467,14331,4438,956,9485,299,0,0,0,0,0,0,0,0,0,-1,96787.211,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,-9,30,30,4390948,1824440,925,0,0,0,0,0,34.134341,208320,173430,110172,14158,4218,852,9632,266,0,0,0,0,0,0,0,0,0,-1,96822.615,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,-6,30,30,4392476,1853193,741,0,0,0,0,0,33.918289,215310,178770,110962,14328,4135,950,9713,253,0,0,0,0,0,0,0,0,0,-1,96857.805,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,-3,30,30,4403148,1816386,775,0,0,0,0,0,33.917893,210060,175050,108289,13914,3999,862,9533,282,0,0,0,0,0,0,0,0,0,-1,96892.994,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,0,30,30,4425488,1815241,777,0,0,0,0,0,33.98055,205830,171750,108202,14064,3823,892,9283,295,0,0,0,0,0,0,0,0,0,-1,96928.234,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,3,30,30,4441722,1824376,1019,0,0,0,0,0,34.000159,205620,171750,107859,13942,3911,828,9366,305,0,0,0,0,0,0,0,0,0,-1,96963.472,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,6,30,30,4437383,1821262,919,0,0,0,0,0,34.018802,201600,168960,106198,13639,3656,817,9065,313,0,0,0,0,0,0,0,0,0,-1,96998.76,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,9,30,30,4426285,1815772,918,0,0,0,0,0,34.002396,200310,167550,105180,13806,3509,755,9055,317,0,0,0,0,0,0,0,0,0,-1,97034.049,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,12,30,30,4410328,1807319,912,0,0,0,0,0,33.934212,202500,169830,104783,13785,3564,744,9245,349,0,0,0,0,0,0,0,0,0,-1,97069.197,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,15,30,30,4400308,1799915,868,0,0,0,0,0,33.984597,198150,166530,104103,13558,3364,747,9079,340,0,0,0,0,0,0,0,0,0,-1,97104.44,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,18,30,30,4402908,1796427,1038,0,0,0,0,0,33.907266,198660,167130,102822,13491,3352,760,8905,333,0,0,0,0,0,0,0,0,0,-1,97139.618,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,-12,33,30,4402156,1800104,819,0,0,0,0,0,33.9135,231450,189480,118549,15538,3997,938,10312,1126,0,0,0,0,0,0,0,0,0,-1,97177.388,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,-9,33,30,4397971,1814161,853,0,0,0,0,0,33.973797,224850,184500,118982,15296,3957,897,10246,333,0,0,0,0,0,0,0,0,0,-1,97212.599,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,-6,33,30,4434493,1868403,803,0,0,0,0,0,34.012317,227580,186630,120389,15469,3919,850,10316,296,0,0,0,0,0,0,0,0,0,-1,97247.854,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,-3,33,30,4427393,1829098,811,0,0,0,0,0,33.978134,222060,182970,117762,15073,3732,880,10106,286,0,0,0,0,0,0,0,0,0,-1,97283.108,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,0,33,30,4410491,1814981,822,0,0,0,0,0,33.924281,219600,181500,114926,14760,3545,794,9837,268,0,0,0,0,0,0,0,0,0,-1,97318.234,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,3,33,30,4399676,1799109,866,0,0,0,0,0,33.983181,213360,176910,113351,14675,3441,795,9858,280,0,0,0,0,0,0,0,0,0,-1,97353.435,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,6,33,30,4396353,1782660,513,0,0,0,0,0,33.974161,211860,176040,112957,14472,3323,816,9663,277,0,0,0,0,0,0,0,0,0,-1,97388.66,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,9,33,30,4395842,1780070,687,0,0,0,0,0,34.076065,210660,175020,112641,14416,3320,765,9674,259,0,0,0,0,0,0,0,0,0,-1,97423.972,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,12,33,30,4393873,1772254,823,0,0,0,0,0,33.913712,212460,176520,110920,14417,3257,711,9545,416,0,0,0,0,0,0,0,0,0,-1,97459.148,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,0,36,30,4390803,1781302,788,0,0,0,0,0,33.933318,240270,195330,119519,16109,3191,890,10696,2510,0,0,0,0,0,0,0,0,0,-1,97495.068,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
