;grid=25x25:extent=(-36.0000,36,-36,36.0000):X_lbl=p_y:Y_lbl=p_x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    #,   Plate Y,   Plate X,  Seconds,       i0,       i1,      mon,    bstop,    Omron,      CH6,      CH7,     TEMP,   marccd,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     ROI8,     ROI9,    ROI10,    RIO11,    ROI12,    ROI13,      SWX,     CCD1,    CTEMP,    Timer,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,    PRESS,   lvdt11,   lvdt12,   lvdt21,   lvdt22,   lvdt31,   lvdt32,   lvdt41,   lvdt42,   CTEMPB
172,30,-18,30,4507632,2095233,1155,0,14891245,0,0,0,34.064074,103020,93900,29312,5207,6954,1315,3168,886,0,0,0,0,0,0,0,0,0,-1,85215.486,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,-30,-15,30,4538401,2096975,1042,0,14998593,0,0,0,33.909969,120600,108360,35352,5180,17056,3078,3315,410,0,0,0,0,0,0,0,0,0,-1,85256.346,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,-27,-15,30,4515148,2039350,1043,0,15006240,0,0,0,33.967173,116040,104610,35079,5200,16247,2888,3331,463,0,0,0,0,0,0,0,0,0,-1,85291.597,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,-24,-15,30,4533948,2107348,1073,0,15022016,0,0,0,33.908289,122010,109680,36651,5307,16220,2899,3365,435,0,0,0,0,0,0,0,0,0,-1,85326.697,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,-21,-15,30,4504039,2005058,1022,0,15032702,0,0,0,33.973009,114150,102900,35145,5241,15006,2635,3292,473,0,0,0,0,0,0,0,0,0,-1,85361.962,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,-18,-15,30,4511198,2089311,892,0,15034429,0,0,0,33.974664,118650,106710,36477,5371,15255,2756,3521,509,0,0,0,0,0,0,0,0,0,-1,85397.161,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,-15,-15,30,4510408,2117112,797,0,15029054,0,0,0,34.053255,120600,108540,37194,5650,14845,2698,3635,493,0,0,0,0,0,0,0,0,0,-1,85432.449,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,-12,-15,30,4507755,2111801,861,0,15025466,0,0,0,34.036084,119760,107550,37129,5490,13914,2551,3510,555,0,0,0,0,0,0,0,0,0,-1,85467.718,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,-9,-15,30,4499270,2099878,954,0,15018891,0,0,0,33.965914,119850,107670,37286,5668,13592,2506,3656,596,0,0,0,0,0,0,0,0,0,-1,85502.984,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,-6,-15,30,4547026,2119761,894,0,15014018,0,0,0,33.916072,122220,109800,37481,5772,13081,2353,3675,603,0,0,0,0,0,0,0,0,0,-1,85538.137,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,-3,-15,30,4541497,2117080,1159,0,15012831,0,0,0,33.910789,121440,109350,37669,5803,12624,2262,3605,634,0,0,0,0,0,0,0,0,0,-1,85573.294,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,-15,30,4536373,2112947,1085,0,15005919,0,0,0,33.972995,118770,106830,37389,5664,11935,2273,3532,661,0,0,0,0,0,0,0,0,0,-1,85608.505,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,3,-15,30,4529570,2109728,1082,0,15009611,0,0,0,34.119527,117930,106050,37052,5919,11413,2075,3626,689,0,0,0,0,0,0,0,0,0,-1,85643.884,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,6,-15,30,4521690,2109090,1132,0,15018938,0,0,0,33.971493,116460,105150,36616,5820,10654,1955,3631,681,0,0,0,0,0,0,0,0,0,-1,85679.085,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,9,-15,30,4528604,2107007,1095,0,15030983,0,0,0,34.057657,115350,103860,35967,5844,10081,1795,3589,736,0,0,0,0,0,0,0,0,0,-1,85714.384,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,12,-15,30,4517433,2102491,1057,0,15021130,0,0,0,34.063127,114030,102870,35555,5716,9542,1819,3664,711,0,0,0,0,0,0,0,0,0,-1,85749.692,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,15,-15,30,4510887,2099757,1232,0,15017253,0,0,0,34.131215,112920,102000,35119,5827,9051,1631,3553,784,0,0,0,0,0,0,0,0,0,-1,85785.063,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,18,-15,30,4521454,2110199,1208,0,15003412,0,0,0,33.904328,114000,103020,34514,5858,8589,1568,3630,810,0,0,0,0,0,0,0,0,0,-1,85820.242,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,21,-15,30,4551756,2129988,1051,0,14991947,0,0,0,33.900411,114060,102840,34405,5772,8262,1486,3551,838,0,0,0,0,0,0,0,0,0,-1,85855.405,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,24,-15,30,4532134,2126194,1093,0,14986540,0,0,0,33.902928,111720,101100,33793,5665,7802,1404,3451,857,0,0,0,0,0,0,0,0,0,-1,85890.543,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,27,-15,30,4525311,2122809,1120,0,14943689,0,0,0,33.890512,110670,100080,32458,5681,7272,1369,3474,840,0,0,0,0,0,0,0,0,0,-1,85925.687,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,30,-15,30,4516060,2121574,1163,0,14890595,0,0,0,33.990816,107910,97800,32107,5572,6879,1280,3338,915,0,0,0,0,0,0,0,0,0,-1,85960.931,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,-33,-12,30,4516497,2119098,1171,0,15012999,0,0,0,33.855429,39600,38070,115,71,51,54,81,121,0,0,0,0,0,0,0,0,0,-1,86001.994,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,-30,-12,30,4508441,2117707,1161,0,15001032,0,0,0,33.948979,121980,109350,38654,5566,15916,2791,3551,405,0,0,0,0,0,0,0,0,0,-1,86037.208,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,-27,-12,30,4490461,2115090,1152,0,15010364,0,0,0,34.082992,122520,109740,39241,5619,15622,2733,3775,374,0,0,0,0,0,0,0,0,0,-1,86072.531,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,-24,-12,30,4487012,2104662,1386,0,15029681,0,0,0,34.14024,122220,109740,39697,5666,15035,2764,3609,459,0,0,0,0,0,0,0,0,0,-1,86107.882,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,-21,-12,30,4537211,2124690,1033,0,15023291,0,0,0,34.097349,123810,110910,40484,5704,14879,2720,3612,500,0,0,0,0,0,0,0,0,0,-1,86143.182,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,-18,-12,30,4522290,2122758,1054,0,15028186,0,0,0,33.905854,125820,112500,40298,5938,14204,2623,3788,519,0,0,0,0,0,0,0,0,0,-1,86178.302,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,-15,-12,30,4513881,2121081,1011,0,15021708,0,0,0,33.975008,124080,111180,40515,5903,13911,2484,3827,478,0,0,0,0,0,0,0,0,0,-1,86213.503,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,-12,-12,30,4509016,2116687,1050,0,15006781,0,0,0,34.009228,123570,110670,41152,6075,13106,2436,3823,510,0,0,0,0,0,0,0,0,0,-1,86248.775,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,-9,-12,30,4503004,2114674,1025,0,15005967,0,0,0,33.942409,124890,111720,40780,6049,12737,2358,3900,566,0,0,0,0,0,0,0,0,0,-1,86283.971,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,-6,-12,30,4501078,2108133,972,0,14997891,0,0,0,33.926598,124680,111780,40578,6253,12326,2235,3950,579,0,0,0,0,0,0,0,0,0,-1,86319.156,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,-3,-12,30,4505145,2098619,1010,0,14993402,0,0,0,33.978036,121680,109230,40528,6149,11704,2240,3907,632,0,0,0,0,0,0,0,0,0,-1,86354.388,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,-12,30,4496910,2091318,951,0,15015836,0,0,0,33.953759,122730,110190,39927,6135,11196,2079,3858,701,0,0,0,0,0,0,0,0,0,-1,86389.606,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,3,-12,30,4517410,2100972,786,0,15009791,0,0,0,33.941861,122070,109680,39968,6055,10451,1946,3956,685,0,0,0,0,0,0,0,0,0,-1,86424.802,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,6,-12,30,4544317,2113625,907,0,15014758,0,0,0,33.98716,120390,108150,39903,6274,10119,1846,3980,665,0,0,0,0,0,0,0,0,0,-1,86460.031,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,9,-12,30,4540047,2110448,920,0,15012971,0,0,0,33.967006,119100,107100,39542,6277,9511,1757,3946,655,0,0,0,0,0,0,0,0,0,-1,86495.233,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,12,-12,30,4523720,2105095,1019,0,15010964,0,0,0,33.939628,119430,107400,38443,6139,8976,1653,3824,681,0,0,0,0,0,0,0,0,0,-1,86530.397,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,15,-12,30,4499239,2103697,1075,0,15020581,0,0,0,33.949755,116400,104820,38030,6105,8609,1628,3751,658,0,0,0,0,0,0,0,0,0,-1,86565.6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,18,-12,30,4499168,2098086,1041,0,15010547,0,0,0,33.921859,116820,105240,37472,5950,8225,1545,3703,705,0,0,0,0,0,0,0,0,0,-1,86600.78,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,21,-12,30,4491288,2051688,1039,0,14990981,0,0,0,33.923668,112470,101730,35920,5996,7385,1383,3698,768,0,0,0,0,0,0,0,0,0,-1,86635.969,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,24,-12,30,4502822,2075295,1093,0,14979751,0,0,0,34.143852,110100,99780,35573,5995,7040,1434,3668,761,0,0,0,0,0,0,0,0,0,-1,86671.359,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,27,-12,30,4486226,2052767,930,0,14931289,0,0,0,33.984312,108330,98130,34503,5904,6691,1298,3578,785,0,0,0,0,0,0,0,0,0,-1,86706.55,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,30,-12,30,4534903,2098837,988,0,14899814,0,0,0,33.981583,109590,99300,34325,5830,6598,1233,3658,859,0,0,0,0,0,0,0,0,0,-1,86741.742,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,33,-12,30,4531117,2088672,1047,0,14866993,0,0,0,33.894093,108450,98280,33251,5854,5943,1198,3599,816,0,0,0,0,0,0,0,0,0,-1,86776.884,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,-33,-9,30,4500916,1986759,1180,0,15000681,0,0,0,34.076622,36150,34860,111,78,53,49,71,101,0,0,0,0,0,0,0,0,0,-1,86818.465,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,-30,-9,30,4507276,2073689,1013,0,15002307,0,0,0,34.082896,121860,109290,41520,5834,14458,2686,3823,351,0,0,0,0,0,0,0,0,0,-1,86853.784,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,-27,-9,30,4488505,2030068,1076,0,15015394,0,0,0,33.988078,120690,108180,41083,5726,13862,2508,3804,336,0,0,0,0,0,0,0,0,0,-1,86889.035,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,-24,-9,30,4486138,2029037,999,0,15017429,0,0,0,34.227886,120450,108090,41400,5884,13510,2557,3864,430,0,0,0,0,0,0,0,0,0,-1,86924.54,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,-21,-9,30,4470614,2030259,1162,0,15009253,0,0,0,33.97906,121650,109230,42061,5960,13300,2395,3857,403,0,0,0,0,0,0,0,0,0,-1,86959.756,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,-18,-9,30,4472271,2075619,1051,0,15012715,0,0,0,33.988154,124890,111690,42999,6252,12897,2393,4105,464,0,0,0,0,0,0,0,0,0,-1,86995.006,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,-15,-9,30,4502761,2090374,1043,0,15001904,0,0,0,34.169568,125370,112050,43612,6319,12877,2318,4159,484,0,0,0,0,0,0,0,0,0,-1,87030.418,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,-12,-9,30,4515983,2098721,1055,0,14988944,0,0,0,33.982396,126570,112950,43867,6499,12425,2291,4156,457,0,0,0,0,0,0,0,0,0,-1,87065.671,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,-9,-9,30,4510478,2092684,1096,0,14992695,0,0,0,33.87807,127950,114420,43939,6308,11978,2258,4193,500,0,0,0,0,0,0,0,0,0,-1,87100.77,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,-6,-9,30,4520188,2087942,1073,0,14986102,0,0,0,33.922618,126930,113430,43375,6734,11311,2127,4219,555,0,0,0,0,0,0,0,0,0,-1,87135.933,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,-3,-9,30,4510444,2038272,1043,0,14991046,0,0,0,33.911858,123120,110490,42773,6319,10534,1902,4036,601,0,0,0,0,0,0,0,0,0,-1,87171.076,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,-9,30,4502008,2013965,1126,0,14991739,0,0,0,33.937284,121440,109080,41995,6265,10170,1930,4055,604,0,0,0,0,0,0,0,0,0,-1,87206.268,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,3,-9,30,4509340,2068654,1017,0,14986785,0,0,0,33.952581,124020,111150,42632,6440,10034,1926,4132,598,0,0,0,0,0,0,0,0,0,-1,87241.468,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,6,-9,30,4486163,2002538,972,0,14990991,0,0,0,34.070426,117420,105540,41240,6398,9148,1671,4015,626,0,0,0,0,0,0,0,0,0,-1,87276.779,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,9,-9,30,4491513,2028580,915,0,15000098,0,0,0,33.979085,117840,105930,41043,6256,8565,1603,3995,669,0,0,0,0,0,0,0,0,0,-1,87312.054,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,12,-9,30,4538382,2101049,656,0,15004785,0,0,0,33.831996,123030,110220,41817,6482,8515,1596,4106,705,0,0,0,0,0,0,0,0,0,-1,87347.123,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,15,-9,30,4537871,2093510,748,0,15009536,0,0,0,33.796503,121050,108870,41275,6426,8215,1565,3984,727,0,0,0,0,0,0,0,0,0,-1,87382.145,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,18,-9,30,4525431,2076016,1086,0,14999994,0,0,0,33.830805,118470,106590,39716,6257,7618,1453,3856,739,0,0,0,0,0,0,0,0,0,-1,87417.209,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,21,-9,30,4505463,2037032,924,0,14984757,0,0,0,34.081439,113280,102240,38615,6134,7121,1377,3884,729,0,0,0,0,0,0,0,0,0,-1,87452.545,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,24,-9,30,4502735,2061906,919,0,14969994,0,0,0,33.966959,113310,102510,38668,6131,6802,1317,3748,708,0,0,0,0,0,0,0,0,0,-1,87487.742,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,27,-9,30,4468115,1974237,907,0,14932234,0,0,0,33.948001,107010,96960,35960,5957,6178,1173,3679,733,0,0,0,0,0,0,0,0,0,-1,87522.964,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,30,-9,30,4422137,1794981,993,0,14921075,0,0,0,33.980529,95340,87060,32074,5390,5322,999,3294,707,0,0,0,0,0,0,0,0,0,-1,87558.21,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,33,-9,30,4383569,1706171,1031,0,14876399,0,0,0,33.939777,90900,82950,30081,4936,4725,899,3019,700,0,0,0,0,0,0,0,0,0,-1,87593.364,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,-33,-6,30,4385119,1676085,964,0,14999391,0,0,0,33.938499,30960,29820,90,60,47,47,50,108,0,0,0,0,0,0,0,0,0,-1,87634.832,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,-30,-6,30,4493460,1963857,1044,0,15002142,0,0,0,33.936914,121020,108570,42676,5914,12775,2308,3873,377,0,0,0,0,0,0,0,0,0,-1,87670.047,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,-27,-6,30,4412699,1735687,1041,0,15000804,0,0,0,33.936542,107880,96840,38260,5240,11215,2031,3459,371,0,0,0,0,0,0,0,0,0,-1,87705.27,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,-24,-6,30,4471795,1934565,1094,0,14995996,0,0,0,33.935341,120660,108300,43063,5902,12134,2202,3834,380,0,0,0,0,0,0,0,0,0,-1,87740.459,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,-21,-6,30,4503169,2076536,1055,0,14998887,0,0,0,34.139856,127470,114030,46188,6520,12783,2320,4255,410,0,0,0,0,0,0,0,0,0,-1,87775.85,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,-18,-6,30,4495800,2073441,1239,0,14987093,0,0,0,33.909202,130410,116250,46860,6552,12237,2302,4243,432,0,0,0,0,0,0,0,0,0,-1,87810.968,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,-15,-6,30,4496660,2069588,1018,0,14984834,0,0,0,33.985815,128130,114270,46689,6650,11558,2121,4425,442,0,0,0,0,0,0,0,0,0,-1,87846.212,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,-12,-6,30,4493023,2064208,973,0,14979396,0,0,0,33.913831,130740,116670,47251,6658,11416,2113,4380,486,0,0,0,0,0,0,0,0,0,-1,87881.401,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,-9,-6,30,4497151,2064940,1038,0,14984804,0,0,0,33.970087,127500,113730,46552,6763,10863,2039,4285,510,0,0,0,0,0,0,0,0,0,-1,87916.59,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,-6,-6,30,4531127,2085809,1161,0,14977647,0,0,0,33.976985,129390,115140,47487,6834,10609,1950,4496,543,0,0,0,0,0,0,0,0,0,-1,87951.812,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,-3,-6,30,4525233,2083457,1210,0,14976638,0,0,0,33.999869,127980,114030,47142,6870,10060,1930,4585,526,0,0,0,0,0,0,0,0,0,-1,87987.057,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0,-6,30,4515243,2075257,1080,0,14983462,0,0,0,33.983624,127080,113550,46704,6849,9725,1832,4450,567,0,0,0,0,0,0,0,0,0,-1,88022.282,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,3,-6,30,4507101,2074280,1104,0,14975510,0,0,0,34.152913,126000,112740,46911,6739,9121,1695,4427,533,0,0,0,0,0,0,0,0,0,-1,88057.678,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,6,-6,30,4501629,2068482,936,0,14989466,0,0,0,34.004367,125250,112170,45916,6869,9006,1646,4318,610,0,0,0,0,0,0,0,0,0,-1,88092.943,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,-6,30,4495644,2069705,934,0,14983339,0,0,0,33.945829,125610,112620,44973,6941,8365,1611,4367,612,0,0,0,0,0,0,0,0,0,-1,88128.14,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,12,-6,30,4484753,2063404,999,0,15002472,0,0,0,34.117744,121950,109230,44258,6595,8075,1519,4289,688,0,0,0,0,0,0,0,0,0,-1,88163.499,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,15,-6,30,4473200,2042716,968,0,15002440,0,0,0,33.86969,122070,109410,43314,6642,7577,1478,4214,665,0,0,0,0,0,0,0,0,0,-1,88198.632,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,18,-6,30,4394752,1691382,851,0,15000642,0,0,0,33.984851,98070,88890,35942,5461,5834,1116,3500,507,0,0,0,0,0,0,0,0,0,-1,88233.862,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,21,-6,30,4497672,1988456,794,0,14987641,0,0,0,33.907881,115530,104250,40602,6618,6504,1322,4071,685,0,0,0,0,0,0,0,0,0,-1,88269.004,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,24,-6,30,4483941,1903483,839,0,14965316,0,0,0,33.944509,108840,98460,38579,6149,5897,1170,3813,677,0,0,0,0,0,0,0,0,0,-1,88304.21,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,27,-6,30,4479048,1922041,794,0,14942741,0,0,0,33.977574,107100,97020,38019,5903,5660,1100,3660,718,0,0,0,0,0,0,0,0,0,-1,88339.431,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,30,-6,30,4498640,2016367,798,0,14920900,0,0,0,33.905514,112770,101970,38714,6208,5689,1087,3918,799,0,0,0,0,0,0,0,0,0,-1,88374.567,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,33,-6,30,4492635,1953699,777,0,14866400,0,0,0,34.045768,105750,96030,36658,5938,5139,947,3743,699,0,0,0,0,0,0,0,0,0,-1,88409.883,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,-33,-3,30,4498026,1997306,961,0,14986076,0,0,0,33.91248,39120,37620,918,179,216,90,150,114,0,0,0,0,0,0,0,0,0,-1,88451.337,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,-30,-3,30,4486530,2005114,993,0,14988494,0,0,0,34.167085,125100,111960,47128,6523,12093,2221,4353,359,0,0,0,0,0,0,0,0,0,-1,88486.764,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,-27,-3,30,4498411,2018224,1020,0,14985960,0,0,0,33.94873,129330,115260,47967,6662,12016,2208,4400,371,0,0,0,0,0,0,0,0,0,-1,88521.939,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,-24,-3,30,4513652,2022418,944,0,14981639,0,0,0,33.92368,130560,116370,48842,6712,11826,2121,4485,382,0,0,0,0,0,0,0,0,0,-1,88557.12,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,-21,-3,30,4496788,2025227,1037,0,14986556,0,0,0,33.981543,129270,114960,48946,6795,11656,2131,4377,414,0,0,0,0,0,0,0,0,0,-1,88592.339,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,-18,-3,30,4501605,2051490,774,0,14979141,0,0,0,33.935129,133170,118530,49885,6876,11389,2095,4436,421,0,0,0,0,0,0,0,0,0,-1,88627.571,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
